症状,草药
"[217, 282, 290, 313]","[817, 819, 836, 907, 1049, 1072, 1101]"
[236],"[827, 987, 1093, 1100, 1164]"
"[259, 348]","[427, 816, 817, 819, 834, 907, 947, 958, 987, 1049, 1090, 1100]"
[348],"[907, 987, 1049]"
[348],"[819, 907, 1093, 1095, 1098, 1165]"
[348],"[897, 907, 1049, 1095, 1097]"
[217],"[819, 832, 897, 907, 1049, 1090, 1095]"
"[282, 348, 367]","[832, 897, 907, 1049, 1095]"
[313],"[463, 824, 828, 831, 832, 834, 907, 936, 1045, 1049, 1095, 1097]"
"[348, 376]","[907, 1095]"
"[217, 367]","[817, 819, 832, 897, 907, 1049, 1095]"
[290],"[832, 894, 897, 907, 1049, 1095]"
"[217, 306, 367]","[451, 616, 824, 827, 831, 832, 834, 894, 907, 987, 1049, 1095]"
"[348, 349]","[817, 819, 897, 934, 935, 936, 937, 1023, 1049]"
"[348, 349]","[819, 832, 897, 934, 935, 936, 937, 1023, 1049]"
"[348, 367]","[511, 777, 817, 907, 1049, 1100]"
"[126, 212]","[616, 817, 819, 824, 827, 831, 832, 836, 897, 907, 936, 1049, 1095]"
[212],"[815, 831, 832, 907, 936, 964, 1049]"
"[198, 348]","[831, 832, 839, 907, 936, 987, 1049]"
[348],"[817, 819, 907, 987, 1049, 1090, 1093, 1095, 1100]"
[271],"[826, 956, 995, 1067]"
"[190, 264]","[662, 665, 894, 1093]"
"[299, 308]","[453, 855, 1049]"
"[143, 376]",[662]
[367],"[834, 1049, 1078]"
[210],[1126]
[206],"[820, 839, 850, 932, 935, 939, 964, 1167]"
[236],"[418, 643]"
[294],"[491, 662]"
[299],"[511, 665, 666, 906, 1031, 1049, 1056, 1066, 1067]"
[299],[1119]
[299],[1119]
[210],"[662, 1066, 1089]"
[299],"[662, 1126]"
[299],[662]
[291],"[907, 1023, 1078]"
"[246, 252, 274]",[1003]
[376],[662]
[348],"[599, 666, 777]"
"[208, 349]","[777, 815, 880, 936, 937, 939, 1031, 1049, 1056, 1119, 1132]"
[62],[777]
[349],"[777, 815, 936, 942, 964, 1049, 1056, 1167]"
[47],"[777, 1030, 1048, 1049, 1085]"
"[218, 266]","[666, 777, 815, 820, 837, 1031, 1049, 1165, 1171]"
"[219, 353]","[777, 815, 820, 880, 936, 937, 1049, 1056, 1101]"
[274],"[666, 777, 815, 894, 942, 1031, 1049, 1119]"
[308],"[528, 777, 857, 880, 964, 1049, 1119]"
"[259, 293]","[666, 777, 942, 1049]"
"[274, 345]","[666, 815, 824, 936, 1049, 1056, 1095, 1107, 1159]"
[14],"[499, 937, 1031]"
[363],"[904, 965, 1031]"
"[166, 293]","[995, 1049, 1066, 1159]"
[276],"[995, 1049, 1067, 1159]"
[348],"[777, 815, 942, 1045, 1049, 1067, 1159, 1165]"
"[80, 222]","[939, 1031, 1119, 1189]"
[80],"[862, 987, 1031, 1056, 1067, 1119, 1191]"
[236],"[713, 1031, 1067]"
"[294, 363]",[1159]
[246],"[548, 867, 894, 909, 936, 1031, 1035, 1067]"
"[14, 246, 276]","[521, 937, 1031, 1035, 1175, 1189]"
"[154, 293]","[908, 1049, 1159]"
"[306, 363]","[730, 909, 939, 1031, 1067, 1167]"
"[274, 306]","[1067, 1159, 1167]"
[363],"[1049, 1159]"
"[202, 308, 349, 353]","[818, 1031, 1049, 1056, 1067, 1101, 1165]"
[304],"[475, 894, 915, 994, 1031, 1067, 1081]"
"[208, 363]","[602, 666, 713, 936, 1031, 1049, 1056, 1067, 1130, 1153]"
[147],"[666, 713, 936, 995, 1049, 1130, 1153, 1159]"
"[94, 363]","[857, 1049, 1067, 1159]"
[363],"[936, 1023, 1047, 1049, 1056, 1067, 1095, 1159]"
[363],"[1023, 1047, 1049, 1095, 1159]"
[283],"[1049, 1159, 1173]"
[346],"[907, 986, 1159]"
[376],"[1030, 1045, 1049]"
[283],"[1049, 1159, 1173]"
"[290, 363]","[994, 1049, 1159]"
[94],"[857, 867, 880, 964, 1030, 1049, 1067, 1119]"
[286],"[699, 828, 909, 995, 1023, 1049, 1067]"
"[306, 348]","[438, 816, 817, 987, 1049, 1098, 1165]"
[246],[967]
"[236, 283, 357]","[713, 815, 817, 819, 831, 1023, 1049, 1093, 1159]"
"[106, 236]","[820, 995, 1049, 1095, 1101, 1165]"
[10],"[528, 816, 987, 995, 1065, 1067, 1101]"
[363],"[909, 964, 1049, 1067, 1119, 1159]"
[236],"[817, 964, 1049, 1067, 1159]"
[329],"[699, 805, 817, 867, 980, 994, 1049, 1056, 1067, 1159]"
[153],"[909, 915, 1067, 1159]"
[363],"[964, 995, 1049, 1067]"
[208],"[819, 1049, 1119]"
[363],"[964, 995, 1049, 1067]"
[208],"[819, 1049, 1119]"
[38],"[586, 909, 936, 1049, 1067, 1159]"
[253],"[805, 831, 834, 835, 865, 893, 894, 947, 953, 958, 1039, 1049, 1090]"
"[211, 303]","[805, 865, 950, 961, 1041, 1044]"
"[211, 303]","[805, 865, 950, 961, 1041, 1044]"
[253],"[427, 739, 805, 865, 1044, 1056, 1119, 1120]"
[217],"[456, 867, 880, 925, 937, 987, 1001, 1049, 1095, 1101]"
[217],"[456, 867, 880, 925, 937, 987, 1001, 1049, 1095, 1101]"
[217],"[586, 852, 987, 995]"
[312],"[987, 1067, 1095]"
[217],"[586, 852, 987, 995]"
[348],"[816, 817, 836, 894, 987, 1049, 1093, 1101, 1165]"
"[73, 353]","[907, 1119]"
[376],"[907, 964, 1049]"
[151],"[840, 901, 1023, 1047, 1066]"
[217],"[827, 832, 897, 907, 1049]"
[345],"[907, 1045, 1049]"
[151],"[840, 901, 1023, 1047, 1066]"
[217],"[827, 832, 897, 907, 1049]"
[307],"[831, 832, 907, 936, 1049, 1067]"
"[195, 363]","[907, 1047, 1056, 1066, 1067]"
[363],"[907, 1067, 1072]"
[57],"[455, 862, 880, 907, 909, 953, 1067]"
"[245, 306, 308]","[1003, 1044, 1049]"
[242],"[418, 602, 666, 817, 819, 832, 907, 936, 1001, 1047, 1048, 1067]"
[367],"[602, 666, 846, 852, 995, 1035, 1049, 1089]"
[215],"[865, 1044, 1189]"
"[283, 349, 357]","[937, 1056, 1122]"
[79],[1044]
"[138, 337]","[417, 620, 643, 656, 812, 813, 915, 1018, 1078]"
"[269, 354, 376]","[475, 880, 994]"
[126],"[828, 907, 954, 979, 1045, 1049, 1067, 1095, 1101]"
[262],"[602, 936, 979, 995, 1049, 1089, 1101]"
[262],"[602, 936, 979, 995, 1049, 1089, 1101]"
[345],"[713, 909, 1067, 1119, 1159]"
[363],"[891, 919, 1030, 1049, 1067, 1158]"
[10],"[586, 862, 987, 995, 1049, 1067, 1119, 1159]"
[363],"[937, 1067, 1159]"
[274],"[815, 1049, 1056, 1067, 1159]"
[363],"[598, 828, 857, 1023, 1049, 1067]"
[389],"[593, 964, 987, 995, 1042, 1049, 1067, 1119, 1159, 1165]"
[274],"[815, 909, 942, 1031, 1049, 1067, 1119]"
"[299, 348]",[1067]
"[362, 363]",[1067]
[316],[1067]
"[151, 363]","[964, 1045, 1067, 1159]"
[86],"[834, 907, 911, 915, 979, 987, 1001, 1049, 1065, 1067, 1095, 1159]"
[86],"[936, 987, 995, 1030, 1045, 1049, 1056, 1067]"
[299],"[964, 995, 1031, 1066, 1067]"
[80],"[499, 1067]"
[338],"[519, 816, 817, 987, 994, 1067, 1101]"
[222],"[602, 665, 816, 817, 820, 846, 855, 936, 979, 983, 995, 1031, 1039, 1049, 1056, 1067, 1081, 1089, 1101, 1165]"
[222],"[528, 570, 602, 816, 817, 936, 964, 979, 983, 1031, 1039, 1049, 1056, 1067, 1081, 1089, 1101, 1165]"
[323],"[557, 816, 995, 1049, 1067, 1089, 1101]"
[299],"[964, 995, 1030, 1066, 1067]"
[363],"[828, 880, 901, 994, 995, 1023, 1045, 1067]"
[363],"[586, 587, 834, 867, 936, 1056, 1067]"
[363],"[586, 867, 995, 1031, 1056, 1067]"
[363],"[784, 880, 994, 995, 1067]"
[363],"[993, 995, 1045, 1067]"
"[276, 363]","[586, 994, 1031, 1067, 1132, 1191]"
[363],"[828, 994, 995, 1016, 1023, 1031, 1045, 1049, 1066, 1067]"
"[266, 363]","[593, 904, 964, 995, 1016, 1045, 1049, 1067, 1132]"
[363],"[857, 904, 961, 964, 1049, 1067]"
[266],"[475, 699, 867, 880, 909, 1031, 1067, 1077, 1158]"
[382],"[528, 1031, 1067]"
[231],"[600, 904, 965, 1031, 1067]"
"[151, 363]","[964, 1067]"
[363],"[904, 906, 995, 1030, 1042, 1066, 1067]"
[151],"[901, 995, 1030, 1049, 1066, 1067]"
"[151, 363]","[1065, 1067]"
[314],"[1049, 1066, 1067]"
[363],"[901, 1066, 1067]"
[314],"[901, 936, 1056, 1066, 1067]"
"[135, 151, 308]","[1049, 1056, 1066, 1067]"
[363],"[586, 1067]"
[349],"[475, 645, 1049, 1067, 1119, 1159]"
[363],"[1049, 1066, 1067, 1097]"
[246],"[880, 894, 907, 936, 1030, 1067]"
[38],"[995, 1067]"
[266],"[475, 819, 1067]"
"[236, 372]","[645, 819, 827, 907, 913, 1067, 1101]"
[236],"[856, 864, 898, 1016, 1094]"
[377],[864]
[367],"[831, 832, 839, 857, 884, 936, 1027, 1028, 1049]"
[222],"[839, 1028, 1045, 1105]"
[367],"[777, 884, 1027, 1028, 1167]"
[325],"[862, 864, 993]"
[367],[1119]
"[270, 282, 313, 338]","[817, 819, 1030, 1056, 1067, 1084]"
[133],"[496, 662, 865, 867, 868, 880, 898, 912, 913, 1031, 1044, 1049, 1067, 1095, 1138, 1149]"
[165],"[904, 936, 1030, 1043, 1065, 1066, 1067, 1100]"
[210],[1067]
"[299, 367]","[936, 1023, 1049, 1056, 1067, 1089]"
[262],"[449, 590, 853, 865, 907, 912, 913, 972, 978, 1042, 1067, 1095, 1122, 1138, 1182]"
"[86, 236]","[475, 986, 1067, 1108, 1113, 1159]"
[266],"[574, 1066, 1067, 1097]"
"[57, 208, 236, 259, 349]","[815, 831, 964, 1030, 1049, 1056, 1067]"
"[247, 363]","[888, 897, 909, 910, 916, 1031, 1049]"
[364],"[816, 904, 1067, 1095, 1139]"
"[283, 357, 363]","[475, 600, 713, 815, 880, 911, 913, 942, 943, 994, 1056, 1067, 1159, 1182]"
[206],[1067]
"[217, 367]","[511, 586, 987, 995, 1049, 1056, 1067]"
[299],"[909, 917, 918, 936, 995, 1047, 1049, 1056, 1066, 1067, 1101, 1119, 1159]"
"[274, 389]","[831, 907, 1031, 1049, 1067, 1119]"
[299],"[1049, 1067, 1119]"
[290],"[645, 713, 882, 897, 907, 909, 910, 911, 1030, 1067]"
"[236, 266, 303, 357]","[511, 557, 570, 713, 777, 832, 880, 882, 898, 1067, 1159]"
[325],"[426, 662, 820, 857, 1067, 1095, 1101, 1171]"
[354],"[460, 815, 875, 934, 936, 994, 1067, 1159]"
[244],"[831, 836, 839, 933, 936, 964, 1045, 1049, 1067, 1089]"
[212],"[645, 907, 1067]"
[206],"[453, 662, 907, 936, 964, 1042, 1045, 1049, 1067, 1159]"
[208],"[832, 936, 965, 1030, 1045, 1049, 1056, 1067, 1167]"
[376],"[662, 1067]"
[363],"[1067, 1159]"
"[231, 276, 376]","[629, 645, 662, 815, 827, 1030, 1045, 1067]"
"[294, 352]","[645, 995, 1030, 1067]"
[363],"[832, 880, 894, 936, 995, 1016, 1030, 1056]"
[278],"[713, 882, 909, 1045, 1049, 1067, 1132, 1159]"
[266],"[574, 1066, 1067, 1097]"
"[217, 367]","[907, 934, 936, 956, 964, 1031, 1045, 1049, 1067, 1090, 1093, 1103]"
"[14, 170, 246, 257, 294, 372]","[934, 936, 1045, 1067, 1159]"
[151],"[826, 832, 880, 888, 897, 907, 934, 936, 1030, 1045, 1049, 1067, 1097]"
[364],"[816, 904, 1067, 1095, 1139]"
"[165, 221]","[813, 826, 1045, 1060, 1067]"
[376],"[1023, 1056, 1067]"
[80],"[662, 882, 903, 1049, 1067, 1159]"
[299],"[1067, 1119]"
"[94, 363]","[465, 475, 884, 894, 904, 909, 910, 1031, 1067, 1126]"
"[199, 210, 367]","[749, 1067, 1119, 1148, 1159]"
[262],"[662, 783, 834, 836, 894, 964, 1030, 1049, 1067, 1148, 1153]"
[372],"[964, 1067, 1132, 1148, 1159]"
[10],"[580, 676, 817, 820, 964, 1023, 1067, 1100, 1119, 1148]"
[247],"[629, 713, 832, 897, 1030, 1067]"
"[247, 367]","[819, 831, 832, 907, 910, 987, 1049, 1067, 1159]"
[93],"[901, 907, 1030, 1045, 1049, 1056, 1060, 1066]"
"[293, 363, 376]","[1067, 1159]"
"[293, 376]","[1030, 1067]"
"[259, 315]","[1049, 1067, 1119]"
[342],"[828, 839, 1049, 1067, 1119]"
"[86, 286]","[620, 643, 777, 815, 817, 819, 831, 834, 867, 880, 898, 906, 907, 913, 915, 936, 942, 994, 1001, 1030, 1056, 1065, 1067, 1089, 1095, 1100, 1130]"
[363],"[875, 994, 1067]"
[363],"[474, 586, 880, 1049, 1067]"
[156],"[828, 1067]"
[389],"[816, 817, 907, 925, 934, 936, 1049, 1056, 1067, 1165]"
"[369, 389]","[828, 953, 961, 994, 1045, 1049, 1090, 1101]"
"[193, 389]","[396, 739, 833, 834, 847, 894, 1044]"
"[274, 348]","[840, 964, 1056, 1107, 1132]"
[276],"[840, 936, 1049, 1056]"
"[202, 312]","[841, 915, 1078, 1165, 1167]"
"[246, 286, 308, 328]","[731, 834, 937, 1049, 1090, 1165]"
"[259, 274, 290, 308]","[937, 1078, 1165, 1167]"
[305],"[666, 688, 841, 1067, 1090, 1153, 1165, 1167]"
[308],"[429, 451, 666, 1049, 1056, 1165]"
"[305, 308, 335, 338]","[841, 1049, 1056, 1078, 1165, 1167]"
"[369, 389]","[436, 831, 865, 947, 953, 954, 958, 994, 1041, 1044]"
"[329, 369, 389]","[909, 910, 1044]"
"[211, 308, 349]","[436, 532, 958, 1023, 1044, 1056]"
"[283, 357]","[438, 475, 911, 938, 1031, 1067, 1113]"
[363],"[475, 995, 1067, 1072]"
[363],"[475, 906, 912, 913, 1031, 1067]"
[363],"[475, 906, 1031, 1041, 1067]"
[156],"[475, 880, 912]"
[363],[475]
"[346, 389]","[427, 436, 805, 819, 865, 915, 994, 1174]"
[363],[1001]
"[80, 165, 200, 244, 283, 322, 344]","[832, 891, 912, 913, 928, 942, 1108, 1113, 1119, 1135]"
"[130, 165]","[456, 633, 645, 666, 812, 813, 915, 936, 1042, 1056, 1060, 1065, 1067]"
[376],"[936, 1001, 1043, 1049, 1056, 1159]"
"[242, 311]","[639, 880, 913, 994, 1045, 1056]"
[196],"[456, 826, 880, 897, 936, 1030, 1039, 1045, 1048, 1049, 1067]"
"[197, 262, 279]","[605, 865, 910, 912, 913, 928, 1044, 1049, 1114, 1182]"
"[276, 363]","[598, 865, 898, 1015, 1189]"
"[208, 309]","[601, 602, 777, 915, 936, 1081, 1085]"
"[259, 353]","[616, 899, 1016, 1090]"
[333],"[880, 1056, 1067]"
[336],"[644, 858, 862, 928]"
[389],"[456, 805, 865, 1044]"
[196],"[536, 645, 665, 835, 839, 936, 1039, 1049, 1067]"
[344],"[813, 824, 826, 888, 897, 925, 936, 983, 1030, 1049, 1065]"
[338],"[480, 570, 815, 816, 817, 819, 823, 882, 894, 897, 907, 910, 964, 1027, 1028, 1045, 1049, 1060, 1065, 1067, 1072, 1100]"
"[290, 348]","[662, 815, 894, 909, 910, 995, 1031, 1049, 1056, 1067]"
[314],"[569, 1001, 1031, 1060, 1067, 1095]"
[363],"[912, 913, 1030, 1067]"
"[236, 372]","[645, 819, 827, 907, 913, 1067, 1101]"
[10],"[580, 676, 817, 820, 964, 1023, 1067, 1100, 1119, 1148]"
[165],"[475, 713, 1001, 1031, 1067]"
[165],"[897, 936, 1030, 1045, 1060, 1066, 1067]"
"[274, 308]","[662, 666, 731, 907, 937, 1049, 1067]"
[247],"[907, 936, 983, 1049, 1067, 1082]"
"[305, 308]","[833, 908, 1049, 1067, 1078, 1132]"
"[207, 242]","[832, 936, 1045, 1067, 1090]"
[262],"[602, 826, 907, 936, 1030, 1039, 1045, 1049, 1056, 1078]"
"[259, 307]","[629, 645, 831, 832, 907, 936, 983, 1045, 1067, 1159]"
[245],"[884, 909, 910, 911, 1067]"
"[290, 348]","[815, 831, 1023, 1049, 1067]"
[363],"[907, 936, 1045, 1049, 1056, 1060, 1066, 1067, 1119]"
[165],"[815, 820, 965, 994, 995, 1049, 1067]"
"[231, 293, 294, 363]","[586, 907, 994, 995, 1030, 1045, 1049, 1065, 1066, 1067, 1095]"
[29],"[894, 1119, 1148, 1161]"
[165],"[645, 662, 897, 901, 907, 911, 964, 1030, 1045, 1067]"
[247],"[1023, 1067]"
[164],"[909, 1049, 1119]"
[323],"[818, 819, 820, 827, 927, 933, 964, 967, 983, 1045, 1056, 1067, 1167]"
"[305, 306, 318, 348]","[586, 932, 987, 1023, 1047, 1049, 1067, 1072, 1159]"
[348],"[817, 819, 857, 907, 945, 1067, 1090, 1094]"
[377],"[538, 865, 1044]"
[389],"[862, 864, 865, 963]"
[377],"[590, 619, 1044]"
"[338, 367, 369]","[500, 821, 953]"
[299],"[936, 1049, 1066, 1082, 1089]"
[299],"[906, 1126]"
[330],[826]
[389],[440]
[245],"[462, 539, 853, 862, 929, 1029, 1049]"
[363],"[907, 936, 1045, 1049, 1056, 1060, 1066, 1067, 1119]"
"[14, 314]","[821, 1120]"
[299],"[616, 671, 882, 894, 1107, 1114, 1120, 1126, 1190]"
[299],"[1019, 1078, 1161]"
[88],"[862, 864, 865]"
"[363, 389]","[455, 457, 530, 865, 868, 886, 897, 961, 993, 1045, 1190]"
[271],"[593, 662, 858, 866, 868, 873, 880, 1067, 1165]"
[367],"[427, 537, 676, 853, 1049, 1181]"
[247],"[1023, 1067]"
[88],[813]
[369],"[489, 862, 865, 1044, 1174, 1177]"
"[305, 306, 318, 348]","[665, 936]"
[262],"[493, 850, 857, 953, 964, 965, 1031, 1067, 1095]"
[88],"[749, 783, 817, 831, 912, 913, 936, 964, 1030, 1049, 1095, 1148]"
[367],"[676, 832]"
"[306, 363]","[827, 828, 908, 945, 1045, 1049]"
"[349, 367]","[815, 836, 1089, 1167]"
"[208, 349]","[540, 817, 894, 936, 942, 1049, 1056, 1171]"
"[299, 367]","[1056, 1078]"
[208],"[936, 1023, 1045, 1049, 1067]"
"[303, 308]",[1049]
[367],"[676, 846, 1056]"
[367],"[1035, 1056]"
"[246, 312, 314]","[513, 827, 979, 987, 995, 1030, 1049, 1101]"
"[274, 367]","[602, 665, 676, 831, 846, 946, 987, 1035, 1049, 1056, 1066, 1089]"
[367],"[438, 666, 831, 842, 846, 946, 1049, 1066, 1089]"
"[196, 236, 283, 308, 357]","[436, 599, 865, 1033, 1049, 1056, 1066, 1132]"
[367],"[602, 846, 1056, 1066]"
"[208, 259, 359, 367]","[1049, 1056]"
[349],"[813, 907, 1067, 1078, 1084, 1153]"
[330],[826]
"[208, 212]","[834, 868, 880, 912, 913, 936, 967, 1056, 1067, 1095, 1101, 1189]"
"[208, 349]","[813, 934, 965, 1060, 1167]"
[369],"[427, 436, 947, 958, 1191]"
[369],"[593, 805, 813, 834, 865, 912, 936, 1045, 1049, 1056]"
[363],[995]
[88],"[749, 783, 817, 831, 912, 913, 936, 964, 1030, 1049, 1095, 1148]"
[344],"[815, 819, 820, 873, 917, 918, 953, 978, 979, 993]"
[242],"[865, 956, 978, 979]"
[135],"[865, 979, 1030, 1043]"
[135],"[996, 1122]"
[135],"[436, 475, 831, 867, 994, 1023, 1101, 1175]"
"[306, 363]","[815, 820, 832, 994, 995, 1045, 1049, 1056, 1067]"
"[299, 367]","[1056, 1078]"
[206],"[994, 995, 1016, 1045, 1067]"
"[303, 308]",[1049]
[215],"[812, 994, 1067]"
[367],"[1035, 1056]"
[367],"[438, 666, 831, 842, 846, 946, 1049, 1066, 1089]"
[282],"[436, 858, 865, 880, 994, 1023, 1044, 1056]"
"[208, 271, 363]","[816, 831, 834, 936, 987, 994, 1049, 1056]"
[363],"[858, 996]"
[279],"[978, 1001, 1031, 1095]"
[246],"[511, 832, 880, 882, 919, 927, 930, 934, 936, 937, 996, 1002, 1108, 1113, 1135, 1148, 1174, 1175]"
"[253, 308, 369, 389]","[427, 671, 739, 805, 817, 819, 862, 864, 865, 947, 953, 958, 1044]"
[282],"[816, 819, 823, 888]"
[389],"[427, 936, 953, 958, 1044, 1049, 1056]"
[369],"[427, 436, 805, 865, 912, 954, 961]"
[262],"[489, 493, 853, 865, 912, 913, 928, 972]"
[262],"[493, 850, 857, 862, 865, 912, 913, 920, 928, 953, 964, 965, 1031, 1044, 1067, 1095, 1182]"
[262],"[489, 493]"
"[210, 299]","[799, 908, 909, 915, 936, 938, 1130]"
[80],"[995, 1043]"
"[185, 207, 267]","[813, 815, 897, 899, 907, 910, 936, 1030, 1045, 1056, 1066, 1067, 1153, 1167, 1190]"
"[88, 345]","[749, 756, 783, 907, 1049, 1153]"
[14],"[794, 862, 864, 865, 953, 1041, 1044]"
[279],"[812, 862, 912, 1020, 1041, 1056]"
"[207, 363]","[602, 666, 832, 994, 995, 1049, 1056]"
[215],"[812, 884, 907, 1001, 1047, 1049, 1056, 1067]"
"[135, 219, 290, 339]","[832, 994, 995, 1001, 1049, 1056]"
"[160, 363]","[584, 586, 858]"
[290],"[602, 831, 832, 936, 994, 995, 1001, 1045, 1049, 1056]"
"[135, 254, 363]","[866, 898, 1001]"
[339],"[652, 813, 817, 936, 1030, 1045, 1049, 1067, 1132]"
[282],"[816, 819, 823, 888]"
[389],"[427, 936, 953, 958, 1044, 1049, 1056]"
"[210, 299]","[799, 908, 909, 915, 936, 938, 1130]"
"[274, 286]","[436, 676, 816, 1109, 1174]"
[123],"[486, 487, 489, 858, 907, 912, 1067]"
[247],"[586, 995, 1028, 1045]"
[241],"[827, 832]"
[306],"[1028, 1045]"
[369],"[598, 824, 898]"
[367],"[438, 676, 777, 857, 894, 964, 994, 1035, 1089, 1101, 1189]"
"[47, 328, 367]","[427, 436, 683, 739, 781, 815, 818, 834, 857, 880, 938, 947, 958, 964, 979, 1090, 1100, 1119, 1153]"
"[203, 241]","[857, 1028, 1174]"
[369],"[834, 836, 880, 994, 1056]"
[306],"[424, 583, 826, 831, 832, 867, 868, 880, 888, 894, 897, 1028, 1108, 1113]"
[86],"[557, 570, 817, 915, 979, 985, 994, 1001, 1101]"
"[71, 123, 211, 245, 338]","[906, 995, 1001, 1049, 1067, 1159]"
[262],"[605, 831, 850, 891, 910, 978, 979, 987, 991, 1001, 1049, 1067, 1095, 1101, 1122, 1175, 1176]"
[306],"[587, 598, 996, 1045, 1049, 1056]"
[306],"[598, 853, 857]"
[352],"[598, 994]"
[262],"[683, 762, 817, 819, 820, 849, 850, 907, 958, 964, 1049, 1148]"
[198],"[817, 819, 831, 964, 987, 1045, 1049, 1095, 1098]"
"[290, 313]","[815, 817, 819, 1049, 1100]"
[305],"[817, 818, 820, 1031, 1049]"
"[95, 254, 348]","[816, 817, 818, 819, 832, 894, 907, 1049, 1100]"
[211],"[519, 528, 570, 601, 665, 666, 777, 816, 817, 820, 828, 908, 915, 983, 994, 1023, 1039, 1045, 1049, 1056, 1081, 1093, 1101, 1159, 1165]"
[276],"[817, 831, 936, 995, 1049, 1056]"
[363],"[494, 834, 936, 1023, 1067, 1159]"
"[259, 274, 363]","[494, 699, 909, 1067, 1167]"
"[286, 308]","[494, 1049, 1067]"
[363],"[494, 915, 1041, 1067]"
[71],"[475, 494, 574, 880, 906, 1001, 1031, 1067, 1119]"
[363],"[815, 816, 819, 827, 828, 831, 832, 882, 894, 907, 936, 995, 1030, 1049, 1056, 1067, 1090]"
[290],"[662, 815, 816, 819, 827, 828, 832, 834, 836, 894, 907, 936, 995, 1001, 1030, 1049, 1067]"
"[95, 135]","[584, 586, 627, 974, 987, 995, 1016]"
[259],"[805, 834, 866, 1049]"
"[211, 338, 369]","[805, 819, 862, 865, 936, 944, 961, 1032, 1044, 1049, 1056]"
[363],"[903, 995]"
"[314, 322, 367]","[815, 817, 828, 834, 846, 857, 894, 936, 942, 978, 995, 1049, 1056, 1174, 1175]"
"[210, 299]","[662, 666]"
"[259, 306, 328, 367]","[666, 831, 1047, 1049, 1056]"
"[147, 363]","[666, 964, 1023, 1047, 1049, 1056, 1066]"
[308],"[666, 840, 1023, 1049, 1056]"
[299],"[662, 666, 995, 1049]"
[305],"[833, 1031, 1067, 1078]"
[348],"[666, 814, 841, 934, 1049, 1167]"
[348],"[666, 964, 1049, 1119, 1132]"
[363],"[827, 964, 1159]"
[348],"[817, 827, 1045, 1101]"
[222],"[815, 819, 827, 831, 832, 839, 907, 964, 1023, 1049]"
[204],"[569, 827, 831, 832, 897, 936, 964, 1045, 1049]"
[27],"[815, 816, 817, 819, 827, 836, 894, 1049, 1100]"
[290],"[815, 819, 820, 827, 910, 934, 965, 1045, 1098]"
"[198, 349]","[827, 828, 897, 1028, 1067, 1108, 1113]"
[348],"[827, 828, 831, 832, 936, 1045, 1049]"
[377],"[817, 820, 827, 857, 1049]"
"[241, 357, 363]","[827, 1030, 1049]"
[197],[545]
[306],"[598, 865, 880, 1044, 1056]"
[306],"[598, 995]"
[330],"[593, 598, 857, 880, 904, 909, 936, 964, 995, 1045, 1056, 1067, 1113]"
[269],"[586, 598, 828, 831, 936, 986, 995, 1023]"
[269],"[598, 880, 994, 995, 996]"
[363],"[598, 880, 936, 1056]"
[306],"[598, 898]"
"[94, 269, 306, 363]","[593, 598, 936, 994, 995, 1011, 1042, 1056, 1067, 1081]"
"[94, 286]","[598, 784, 858, 979, 994, 1011, 1045, 1067]"
[306],"[1028, 1045]"
[330],"[550, 598, 865, 1135, 1163]"
[254],"[442, 586, 587, 598, 828, 1023]"
[254],"[586, 598, 1056]"
[322],"[587, 598, 867, 936, 1056, 1095]"
[156],"[598, 828, 831, 880, 898, 994, 995, 1023, 1045, 1049, 1067, 1108]"
[306],"[598, 828, 1023, 1056]"
[322],"[598, 993, 996, 1049]"
[306],"[598, 867, 1056]"
[363],"[598, 1049, 1056]"
[363],"[598, 828, 894, 995, 1023, 1042, 1044]"
"[269, 363]","[598, 1023]"
"[274, 306, 363]","[424, 442, 598, 823, 832, 1049, 1056]"
[367],"[420, 643, 652, 898, 994, 1039, 1042, 1043, 1045, 1060, 1089, 1191]"
"[332, 354]","[557, 643, 652, 816, 819, 834, 894, 915, 994, 1039, 1067, 1081]"
[312],"[643, 646, 817, 819, 934, 936, 994, 1056, 1159]"
"[94, 286]","[643, 646, 812, 915, 994]"
[312],"[602, 643, 645, 646, 894, 915, 934, 994, 995, 1043, 1045, 1138]"
"[276, 367]","[602, 643, 666, 846, 986, 1023, 1047, 1049, 1165]"
"[222, 293]","[602, 643, 839, 868, 908, 915, 936, 943, 994, 1001, 1056, 1060, 1067, 1081]"
[125],"[602, 643, 817, 915, 936, 994, 1045, 1056, 1081]"
[208],"[418, 570, 602, 643, 915, 936, 1043, 1045, 1067, 1081]"
[236],"[427, 598, 643, 652, 875, 880, 915, 926, 994]"
[330],"[831, 832, 880, 1001, 1028, 1113]"
"[306, 363]",[1001]
"[269, 363]","[598, 1023]"
[348],"[817, 818, 834, 841, 994, 1023, 1047, 1049, 1056, 1072]"
[14],"[666, 731, 814, 820, 836, 932, 964, 1047, 1049, 1056, 1159, 1165]"
[14],"[666, 814, 836, 841, 964, 1042, 1043, 1047, 1049, 1056, 1067, 1159]"
"[193, 259]","[662, 666, 814, 841, 1023, 1049, 1101]"
[293],"[666, 814, 831, 841, 936, 1023, 1047, 1049, 1056]"
"[290, 308]","[666, 814, 831, 836, 841, 964, 1023, 1049, 1056, 1159, 1167]"
